,index,title,price,cost,pass,lat,lng,price_,link,time,duration,address,neighborhood,points,obs,category,mail,1,1,1,1,1,1
1804,,Peekaboo Vintage,,,,51.55039,-0.235811,404,http://www.peekaboovintage.com,404,< 1 hour,"The Courtyard 100 Villiers Road Unit 14, London NW2 5PJ England",404,2,"#2,031 of 2,424 things to do in London",Antique Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Peekaboo Vintage
1805,,St George's,,,,51.52095,-0.12241,404,http://www.stgholborn.org/,404,< 1 hour,"44 Queen Square, London WC1N 3AH England",Neighborhood: Bloomsbury,2,"#2,134 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,St George's
1806,,Nederlandse Kerk,,,,51.51538,-0.085685,404,http://www.dutchchurch.org.uk/,10:00 AM - 4:00 PM,< 1 hour,"7 Austin Friars, London EC2N 2HA England",Neighborhood: City of London,3,"#2,051 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Nederlandse Kerk
1807,,Cannon Hill Common,,,,51.40085,-0.21717,What people are saying,http://oldweb.rpwbresidents.org.uk/affiliat/fchc.htm,404,404,"235 Cannon Hill Lane, London SW20 9DB England",404,5,"#1,134 of 2,424 things to do in London",Parks,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Cannon Hill Common
1808,,Browse & Darby Gallery,,,,51.51003,-0.14108,404,http://www.browseanddarby.co.uk/,10:00 AM - 5:30 PM,404,"19 Cork Street, London W1S 3LP England",Neighborhood: Mayfair,1,"#1,895 of 2,424 things to do in London",Art Galleries,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Browse & Darby Gallery
1809,,New Life Fellowship Turkish Speaking Church,,,,51.57547,-0.08478,404,http://www.yeniyasam.org.uk,404,404,"190 Vartry Road Woodbery Down Baptist Church, London N15 6HA England",404,1,"#1,780 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,New Life Fellowship Turkish Speaking Church
1810,,I Goat Sculpture,,,,51.51918,-0.0759,404,http://londonist.com/2011/01/in-pictures-i-goat-the-new-sculpture-for-spitalfields,404,< 1 hour,404,Neighborhood: Spitalfields,1,"#1,981 of 2,424 things to do in London",Points of Interest & Landmarks • Monuments & Statues,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,I Goat Sculpture
1811,,Gagosian Gallery - Grosvenor Hill,,,,51.51148,-0.14616,404,http://gagosian.com/locations/london-grosvenor-hill/,404,< 1 hour,"20 Grosvenor Hill, London W1K 3QD England",Neighborhood: Mayfair,5,"#1,735 of 2,424 things to do in London",Art Galleries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Gagosian Gallery - Grosvenor Hill
1812,,Cloth Fair,,,,51.51928,-0.099144,404,/Restaurants-g186338-London_England.html,404,< 1 hour,404,Neighborhood: City of London,1,"#1,794 of 2,424 things to do in London",Historic Walking Areas,Europe,United Kingdom (UK),England,London,Things to Do in London,Cloth Fair,
1813,,Centre of the Cell,,,,51.5168,-0.061654,404,http://www.centreofthecell.org/,404,1-2 hours,"4 Newark Street Blzard Institute, London E1 2AT England",Neighborhood: Whitechapel,1,"#1,898 of 2,424 things to do in London",Speciality Museums • Science Museums • Children's Museums,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Centre of the Cell
1814,,Caledonian Park,,,,51.54677,-0.1196,What people are saying,http://www.islington.gov.uk/sports-parks-and-trees/parks-and-green-space/your-local-parks/caledonian-park,404,404,"Market Road, London N7 9PL England",Neighborhood: Islington,1,"#1,994 of 2,424 things to do in London",Parks,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Caledonian Park
1815,,Tomb of the Unknown Roman Girl,,,,51.514305,-0.07983,404,https://www.ianvisits.co.uk/blog/2018/12/10/tomb-of-a-roman-girl-at-the-gherkin/,404,< 1 hour,"18 Bury Street, London N9 7JY England",Neighborhood: City of London,1,"#2,096 of 2,424 things to do in London",Historic Sites,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Tomb of the Unknown Roman Girl
1816,,Thackeray Gallery,,,,51.50058,-0.18887,What people are saying,http://www.thackeraygallery.com,404,404,"18 Thackeray Street (Kensington Sq.), London W8 5ET England",Neighborhood: South Kensington,1,"#1,954 of 2,424 things to do in London",Art Galleries,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Thackeray Gallery
1817,,Putney Arts Theatre,,,,51.46138,-0.21991,What people are saying,http://www.putneyartstheatre.org.uk,404,404,"Ravenna Road, London SW15 6AW England",404,4,"#1,536 of 2,424 things to do in London",Theaters,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Putney Arts Theatre
1818,,The Barnes Trail,,,,51.47348,-0.24781,What people are saying,http://www.barnesvillage.com/barnes-village-trail.html,404,404,"70 Barnes High Street, London SW13 9LD England",404,3,"#1,932 of 2,424 things to do in London",Points of Interest & Landmarks,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,The Barnes Trail
1819,,Paddington Recreation Ground,,,,51.53027,-0.18645,What people are saying,http://www.everyoneactive.com/centre/Paddington-Recreation-Ground,404,404,"Randolph Avenue, London W9 1PD England",404,2,"#1,717 of 2,424 things to do in London",Parks,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Paddington Recreation Ground
1820,,Ocean Of Air,,,,51.4906,-0.15884,404,http://www.marshmallowlaserfeast.com/experiences/ocean-of-air/,404,404,404,Neighborhood: Chelsea,1,"#1,775 of 2,424 things to do in London",Cultural Events • Exhibitions,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Ocean Of Air
1821,,Dairy Art Centre,,,,51.526157,-0.122484,What people are saying,http://www.dairyartcentre.org.uk,404,404,"7A Wakefield Street Bloomsbury, London WC1N 1PG England",Neighborhood: Bloomsbury,4,"#1,587 of 2,424 things to do in London",Speciality Museums,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Dairy Art Centre
1822,,Bloody Tower,,,,51.50793,-0.07623,404,https://www.hrp.org.uk/tower-of-london/whats-on/bloody-tower/#gs.9i8lmp,9:00 AM - 5:30 PM,< 1 hour,"The Tower of London Tower Hill, London EC3N 4AB England",Neighborhood: City of London,3,"#1,746 of 2,424 things to do in London",Ancient Ruins,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Bloody Tower
1823,,Coulsdon Common,,,,51.5988,-0.15419,404,http://www.cityoflondon.gov.uk/things-to-do/green-spaces/city-commons/coulsdon-common/Pages/default.aspx,404,1-2 hours,"Stites Hill Road, London N10 3HA England",404,2,"#1,737 of 2,424 things to do in London",Parks,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Coulsdon Common
1824,,Millenium Measure,,,,51.50388,-0.06572,404,/Restaurants-g186338-London_England.html,404,< 1 hour,404,404,1,"#1,803 of 2,424 things to do in London",Points of Interest & Landmarks,Europe,United Kingdom (UK),England,London,Things to Do in London,Millenium Measure,
1825,,Chapel Playhouse,,,,51.52839,-0.11917,404,http://www.chapelplayhouse.co.uk,404,1-2 hours,"Headland House 308-312 Gray's Inn Road, London WC1X 8DP England",Neighborhood: Clerkenwell,1,"#1,764 of 2,424 things to do in London",Theaters,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Chapel Playhouse
1826,,"Rogers, Bradford, Philpot Memorial",,,,51.518585,-0.100229,What people are saying,/Restaurants-g186338-London_England.html,404,404,"56 W Smithfield, London EC1A 9DS England",Neighborhood: City of London,2,"#1,467 of 2,424 things to do in London",Points of Interest & Landmarks,Europe,United Kingdom (UK),England,London,Things to Do in London,"Rogers, Bradford, Philpot Memorial",
1827,,Paternoster Vents,,,,51.51407,-0.09972,404,http://www.paternostersquare.info/,12:00 AM - 11:59 PM,< 1 hour,"Paternoster Lane Paternoster Square, London EC4M 7DX England",Neighborhood: City of London,1,"#1,797 of 2,424 things to do in London",Points of Interest & Landmarks,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Paternoster Vents
1828,,Thomas Coram statue,,,,51.61986,-0.14216,What people are saying,http://www.coram.org.uk/our-history/thomas-coram/thomas-coram-statue,404,404,"1 Brunswick Square, London N17 8ES England",404,2,"#2,021 of 2,424 things to do in London",Historic Sites • Points of Interest & Landmarks • Monuments & Statues,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Thomas Coram statue
1829,,St Govor's Well,,,,51.51057,-0.18392,What people are saying,http://www.royalparks.org.uk/parks/kensington-gardens/map-of-kensington-gardens/map-locations/st-govors-well,404,404,"Kensington Gardens, London W2 3XA England",404,1,"#1,788 of 2,424 things to do in London",Historic Sites • Points of Interest & Landmarks,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,St Govor's Well
1830,,Goldsmiths' Garden,,,,51.51114,-0.12894,404,http://www.parksandgardens.org/places/st-john-zachary-garden-goldsmiths-garden,404,< 1 hour,404,Neighborhood: Trafalgar Square / Embankment,1,"#2,004 of 2,424 things to do in London",Gardens,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Goldsmiths' Garden
1831,,Barnes Market,,,,51.47273,-0.24768,404,http://www.barnesfarmersmarket.co.uk/,404,< 1 hour,404,404,1,"#1,885 of 2,424 things to do in London",Farmers Markets,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Barnes Market
1832,,Louisa Brandreth Aldrich-Blake Memorial,,,,51.52481,-0.1295,404,http://www.londonremembers.com/memorials/louisa-brandreth-aldrich-blake,404,< 1 hour,404,Neighborhood: Bloomsbury,1,"#1,768 of 2,424 things to do in London",Points of Interest & Landmarks • Monuments & Statues,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Louisa Brandreth Aldrich-Blake Memorial
1833,,St. Andrews Church,,,,51.4402,-0.18624,404,http://standrewsearlsfield.org/,404,More than 3 hours,"Waynflete Street, London SW18 3QF England",404,1,"#1,828 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,St. Andrews Church
1834,,Serenity,,,,51.505226,-0.171583,404,"http://www.royalparks.org.uk/parks/hyde-park/things-to-see-and-do/memorials,-fountains-and-statues/serenity",12:00 AM - 11:59 PM,< 1 hour,404,404,2,"#1,453 of 2,424 things to do in London",Monuments & Statues,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Serenity
1835,,Viewfinder Photography Gallery,,,,51.47761,-0.01056,404,/Restaurants-g186338-London_England.html,404,404,"Peyton Place Greenwich, London SE10 9BL England",Neighborhood: Greenwich,4,"#1,711 of 2,424 things to do in London",Art Galleries,Europe,United Kingdom (UK),England,London,Things to Do in London,Viewfinder Photography Gallery,
1836,,Willesden Jewish Cemetery,,,,51.54664,-0.241603,What people are saying,http://www.willesdenjewishcemetery.org.uk,10:00 AM - 1:00 PM,404,"Willesden Jewish Cemetery Beaconsfield Road, London NW10 2JE England",404,10,"#801 of 2,424 things to do in London",Cemeteries,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Willesden Jewish Cemetery
1837,,Kristin Hjellegjerde Gallery,,,,51.50226,-0.08463,404,http://kristinhjellegjerde.com,404,< 1 hour,"2 Melior Place, London SE1 3SZ England",Neighborhood: Southwark,2,"#1,455 of 2,424 things to do in London",Art Galleries • Points of Interest & Landmarks,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Kristin Hjellegjerde Gallery
1838,,Clarendon Gallery,,,,51.50779,-0.14174,404,http://www.clarendonfineart.com/contact/mayfair,404,< 1 hour,"46 Dover Street, London W1S 4FF England",Neighborhood: Mayfair,1,"#1,758 of 2,424 things to do in London",Art Galleries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Clarendon Gallery
1839,,ISKCON South London,,,,51.392998,-0.070842,404,http://iskconsouthlondon.org/,404,1-2 hours,"42 Enmore Road, London SE25 5NG England",404,1,"#1,855 of 2,424 things to do in London",Religious Sites,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,ISKCON South London
1840,,Ready Money Drinking Fountain,,,,51.54277,-0.12402,404,/Restaurants-g186338-London_England.html,404,< 1 hour,"The Broad Walk Regents Park, London N7 9AH England",Neighborhood: Islington,1,"#2,006 of 2,424 things to do in London",Points of Interest & Landmarks • Monuments & Statues • Fountains,Europe,United Kingdom (UK),England,London,Things to Do in London,Ready Money Drinking Fountain,
1841,,Atomica Gallery,,,,51.51446,-0.13585,404,http://www.atomicagallery.com,404,< 1 hour,"75 Berwick Street Soho, London W1F 8TG England",Neighborhood: Soho,3,"#1,851 of 2,424 things to do in London",Points of Interest & Landmarks,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Atomica Gallery
1842,,Earth Natural Foods,,,,51.54791,-0.14102,404,https://www.facebook.com/earthnaturalfoods/,8:30 AM - 7:00 PM,< 1 hour,"200-202 Kentish Town Road, London NW5 2AE England",404,3,"#1,985 of 2,424 things to do in London",Farmers Markets,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Earth Natural Foods
1843,,Jumping Jacks Play Cafe,,,,51.55273,-0.17102,What people are saying,http://www.jumping-jacks.co.uk,404,404,404,404,1,"#2,042 of 2,424 things to do in London",Playgrounds,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Jumping Jacks Play Cafe
1844,,Marcus Garvey Park,,,,51.49439,-0.21034,404,/Restaurants-g186338-London_England.html,12:00 AM - 11:59 PM,1-2 hours,404,404,1,"#1,999 of 2,424 things to do in London",Parks • Playgrounds,Europe,United Kingdom (UK),England,London,Things to Do in London,Marcus Garvey Park,
1845,,Brent Museum,,,,51.54724,-0.22806,404,https://www.brent.gov.uk/museum,404,< 1 hour,"95 High Road The Library at Willesden Green, London NW10 2SF England",404,3,"#1,845 of 2,424 things to do in London",History Museums,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Brent Museum
1846,,St Marks Dalston,,,,51.54942,-0.070515,404,http://www.stmarkdalston.org.uk/contact-us,404,1-2 hours,"St. Mark's Rise, London E8 2NL England",404,1,"#1,934 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,St Marks Dalston
1847,,Redfern Gallery,,,,51.51013,-0.14111,What people are saying,http://redfern-gallery.com,404,404,"20 Cork Street, London W1S 3HL England",Neighborhood: Mayfair,1,"#1,876 of 2,424 things to do in London",Art Galleries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Redfern Gallery
1848,,Kinetica Museum,,,,51.543247,-0.057531,What people are saying,http://www.kinetica-museum.org,404,404,"274 Richmond Road, London E8 3QW England",404,1,"#2,150 of 2,424 things to do in London",Speciality Museums,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Kinetica Museum
1849,,Haven Green,,,,51.515392,-0.30343,404,http://friendsofhavengreen.com,404,< 1 hour,"Haven Green, Ealing W5 2UY, London W5 2NX England",404,2,"#1,869 of 2,424 things to do in London",Gardens,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Haven Green
1850,,Jacksons Lane,,,,51.57656,-0.14534,404,http://www.jacksonslane.org.uk,404,2-3 hours,"269A Archway Road, London N6 5AA England",404,2,"#1,466 of 2,424 things to do in London",Theaters,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Jacksons Lane
1851,,Greenwich Town Hall,,,,51.48942,0.06436,What people are saying,http://www.royalgreenwich.gov.uk/info/200164/about_the_royal_borough/327/woolwich_town_hall,404,404,404,404,1,"#1,763 of 2,424 things to do in London",Government Buildings,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Greenwich Town Hall
1852,,Blythe Hill Fields,,,,51.44726,-0.03558,404,https://www.lewisham.gov.uk/inmyarea/openspaces/parks/Pages/blythe-hill.aspx,404,< 1 hour,"Blythe Hill Ln, London SE23 1SP England",404,5,"#2,054 of 2,424 things to do in London",Parks,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Blythe Hill Fields
1853,,Parliament Hill Cricket Ground,,,,51.55682,-0.16308,404,http://www.cityoflondon.gov.uk/things-to-do/green-spaces/hampstead-heath/events-and-activities/Pages/cricket.aspx,404,404,"Parliament Hill Cricket Ground Hampstead Heath, London NW5 1NA England",404,1,"#2,025 of 2,424 things to do in London",Sports Complexes,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Parliament Hill Cricket Ground
1854,,Globe Church,,,,51.50265,-0.089753,404,https://www.globe.church/,404,404,"Newcomen St New Hunt's House, London SE1 1UL England",Neighborhood: Southwark,1,"#1,814 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Globe Church
1855,,Inner London Crown Court,,,,51.49881,-0.096086,404,http://courttribunalfinder.service.gov.uk,8:30 AM - 4:30 PM,1-2 hours,"25 Harper Road by The Traffic Light Juntion, London SE1 6AW England",404,1,"#2,156 of 2,424 things to do in London",Government Buildings,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Inner London Crown Court
1856,,Peace Memorial Fountain,,,,51.51846,-0.10235,What people are saying,https://rupertharris.com/products/peace-memorial-fountain,404,404,"W Smithfield, Farringdon, London EC1A 9DY England",Neighborhood: City of London,2,"#1,464 of 2,424 things to do in London",Points of Interest & Landmarks,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Peace Memorial Fountain
1857,,The Bandstand,,,,51.51301,-0.17074,What people are saying,"https://www.royalparks.org.uk/parks/hyde-park/things-to-see-and-do/memorials,-fountains-and-statues/the-bandstand-in-hyde-park",404,404,"Hyde Park, London W2 2UH England",404,2,"#1,625 of 2,424 things to do in London",Points of Interest & Landmarks,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The Bandstand
1858,,Leg O Mutton Reservoir,,,,51.48599,-0.23466,404,http://www.richmond.gov.uk/home/leisure_and_culture/parks_and_open_spaces/park_details.htm?parkld=200,12:00 AM - 11:59 PM,1-2 hours,"Lonsdale Road, London SW13 9QN England",404,1,"#1,896 of 2,424 things to do in London",Nature & Wildlife Areas,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Leg O Mutton Reservoir
1859,,Britten Theatre,,,,51.49943,-0.17713,404,https://www.rcm.ac.uk/hire/hirethercmforanevent/brittentheatre/,404,2-3 hours,"Prince Consort Road Royal College of Music, London SW7 2BS England",Neighborhood: South Kensington,1,"#1,771 of 2,424 things to do in London",Theaters,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Britten Theatre
1860,,Battersea Library,,,,51.46387,-0.16372,What people are saying,https://www.better.org.uk/library/london/wandsworth/battersea-library?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,404,404,"Battersea Library 265 Lavender Hill, London SW11 1JB England",404,1,"#1,755 of 2,424 things to do in London",Libraries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Battersea Library
1861,,Curwen Gallery,,,,51.51842,-0.134456,What people are saying,http://www.curwengallery.co.uk/,10:00 AM - 6:00 PM,404,404,Neighborhood: Fitzrovia,3,"#1,611 of 2,424 things to do in London",Art Galleries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Curwen Gallery
1862,,The Depot,,,,51.50123,-0.28438,404,/Restaurants-g186338-London_England.html,404,404,404,404,3,"#1,867 of 2,424 things to do in London",Speciality Museums,Europe,United Kingdom (UK),England,London,Things to Do in London,The Depot,
1863,,Amor Boat Parties,,,,51.50159,-0.12399,What people are saying,https://www.facebook.com/AmorBoatParties/,404,404,"Westminster Pier Victoria Embankment, London SW1A 2JH England",Neighborhood: Westminster,4,"#2,186 of 2,424 things to do in London",Cultural Events,Visit websiteEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Amor Boat Parties
1864,,Princess Alice Disaster Memorial,,,,51.47643,0.09729,What people are saying,/Restaurants-g186338-London_England.html,404,404,404,404,1,"#1,884 of 2,424 things to do in London",Monuments & Statues,Europe,United Kingdom (UK),England,London,Things to Do in London,Princess Alice Disaster Memorial,
1865,,Storeys,,,,51.51212,-0.22488,404,http://www.storeys.london,404,1-2 hours,"Wood Lane Television Centre, London W12 7RJ England",404,3,"#2,080 of 2,424 things to do in London",Flea & Street Markets,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Storeys
1866,,Ernest Bevin Bust,,,,51.50084,-0.0749,What people are saying,/Restaurants-g186338-London_England.html,404,404,"Tooley St, London SE1 2JX England",404,2,"#1,824 of 2,424 things to do in London",Points of Interest & Landmarks • Monuments & Statues,Europe,United Kingdom (UK),England,London,Things to Do in London,Ernest Bevin Bust,
1867,,Statue of Lord George Bentinck,,,,51.52059,-0.15906,404,http://www.westminster.gov.uk/my-parks/parks/cavendish-square-gardens/,12:00 AM - 11:59 PM,< 1 hour,404,Neighborhood: Marylebone,1,"#1,787 of 2,424 things to do in London",Monuments & Statues,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Statue of Lord George Bentinck
1868,,The Reel Poster Gallery,,,,51.51546,-0.19268,404,www.reelposter.com,404,404,"72 Westbourne Grove, London W2 5SH England",Neighborhood: Notting Hill,2,"#2,069 of 2,424 things to do in London",Speciality Museums,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The Reel Poster Gallery
1869,,Old Ford Lock at Bow Wharf Canalside,,,,51.53179,-0.04171,What people are saying,http://canalrivertrust.org.uk/places-to-visit-pdf/Old_Ford_Lock_Bow_Wharf.pdf,404,404,"Wennington Road, London E3 5SN England",404,3,"#1,948 of 2,424 things to do in London",Points of Interest & Landmarks • Piers & Boardwalks,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Old Ford Lock at Bow Wharf Canalside
1870,,Thomas Dane Gallery,,,,51.50728,-0.13772,404,http://www.thomasdanegallery.com/contact/,404,< 1 hour,"St James's 3 Duke Street, London SW1Y 6BN England",Neighborhood: St. James's,2,"#1,926 of 2,424 things to do in London",Art Galleries,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Thomas Dane Gallery
1871,,Wendell Park Market,,,,51.50333,-0.24897,404,https://weareccfm.com/locations/wendell-park-market/,404,1-2 hours,"Cobbold Rd Wendell Park Primary School, London W12 9LB England",404,2,"#1,918 of 2,424 things to do in London",Farmers Markets,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Wendell Park Market
1872,,Catherine Booth Statue,,,,51.52021,-0.05425,What people are saying,/Restaurants-g186338-London_England.html,404,404,"Mile End Road, London E1 4TP England",404,1,"#1,783 of 2,424 things to do in London",Monuments & Statues,Europe,United Kingdom (UK),England,London,Things to Do in London,Catherine Booth Statue,
1873,,FreeFit,,,,51.57612,-0.09462,What people are saying,http://www.morefit.co.uk/freefit.htm,404,404,404,404,1,"#2,043 of 2,424 things to do in London",Hiking Trails,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,FreeFit
1874,,Museum of Soho,,,,51.51086,-0.135778,404,http://www.mosoho.org.uk/index.html#1,404,< 1 hour,404,Neighborhood: Soho,1,"#2,110 of 2,424 things to do in London",Points of Interest & Landmarks,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Museum of Soho
1875,,Bazaar at the Arcola Theatre,,,,51.54699,-0.0751,404,/Restaurants-g186338-London_England.html,404,2-3 hours,"24 Ashwin Street, London E8 3DL England",404,3,"#1,427 of 2,424 things to do in London",Theaters,Europe,United Kingdom (UK),England,London,Things to Do in London,Bazaar at the Arcola Theatre,
1876,,A Slice of Reality,,,,51.49547,0.00806,404,/Restaurants-g186338-London_England.html,404,< 1 hour,"Olympian Way, London SE10 0DY England",Neighborhood: Greenwich,1,"#2,100 of 2,424 things to do in London",Points of Interest & Landmarks,Europe,United Kingdom (UK),England,London,Things to Do in London,A Slice of Reality,
1877,,Goldsmiths Centre for Contemporary Art,,,,51.47413,-0.03793,What people are saying,http://goldsmithscca.art/,404,404,"St James' New Cross, London SE14 6AD England",404,1,"#2,013 of 2,424 things to do in London",Art Museums,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Goldsmiths Centre for Contemporary Art
1878,,London Halal Food Festival,,,,51.52002,-0.10835,What people are saying,https://www.londonhalalfoodfestival.com/?fbclid=IwAR20GazVpBCkFFXxpQuCV9Vz7p4bFCKRKObf5Rc6xMMfWPB7pxonJWWhukg,404,404,404,Neighborhood: Holborn,4,"#2,180 of 2,424 things to do in London",Food & Drink Festivals,Visit websiteEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,London Halal Food Festival
1879,,The hot box,,,,51.52002,-0.12596,What people are saying,/Restaurants-g186338-London_England.html,404,404,404,Neighborhood: Bloomsbury,2,"#1,997 of 2,424 things to do in London",Points of Interest & Landmarks,Europe,United Kingdom (UK),England,London,Things to Do in London,The hot box,
1880,,Richard Orlinski Gallery,,,,51.51351,-0.14606,What people are saying,http://galerie-orlinski.com,404,404,"106 New Bond Street, London W1S 1DN England",Neighborhood: Mayfair,2,"#2,161 of 2,424 things to do in London",Art Galleries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Richard Orlinski Gallery
1881,,St George's Campden Hill,,,,51.50649,-0.20124,What people are saying,http://www.stgeorgescampdenhill.co.uk,404,404,"St. George's Centre Aubrey Walk, London W8 7JG England",404,2,"#2,059 of 2,424 things to do in London",Churches & Cathedrals,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,St George's Campden Hill
1882,,Top Primate,,,,51.59905,-0.116234,404,https://www.topprimate.co.uk/,6:00 AM - 10:00 PM,404,"Park Avenue, London N22 7EX England",404,1,"#1,761 of 2,424 things to do in London",Sports Camps & Clinics,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Top Primate
1883,,Basaveshwara Statue,,,,51.48976,-0.12266,404,http://www.lambethbasaveshwara.co.uk/,404,< 1 hour,"35 Albert Embankment, London SE1 7TY England",404,3,"#1,562 of 2,424 things to do in London",Monuments & Statues,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Basaveshwara Statue
1884,,Regent's Conferences & Events,,,,51.52557,-0.155332,404,http://www.regentsevents.co.uk,404,More than 3 hours,"Inner Circle Regent's Park, London NW1 4NS England",404,1,"#2,026 of 2,424 things to do in London",Convention Centers,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Regent's Conferences & Events
1885,,Camberwell Old Cemetary,,,,51.44932,-0.05509,404,http://www.southwark.gov.uk/info/200032/deaths_funerals_and_cremations/185/cemeteries/2,404,< 1 hour,"Forest Hill Road Brenchley Gardens, London SE23 3RD England",404,5,"#1,567 of 2,424 things to do in London",Cemeteries,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Camberwell Old Cemetary
1886,,Beresford Square,,,,51.49085,0.06886,What people are saying,/Restaurants-g186338-London_England.html,404,404,"5 Beresford Square Woolwich, London SE18 6BB England",404,2,"#2,019 of 2,424 things to do in London",Points of Interest & Landmarks,Europe,United Kingdom (UK),England,London,Things to Do in London,Beresford Square,
1887,,Whittington Stone Historic Marker,,,,51.56669,-0.13715,What people are saying,/Restaurants-g186338-London_England.html,404,404,"53 Highgate Hill, London N19 5NE England",Neighborhood: Islington,3,"#1,953 of 2,424 things to do in London",Points of Interest & Landmarks • Monuments & Statues,Europe,United Kingdom (UK),England,London,Things to Do in London,Whittington Stone Historic Marker,
